name,target_rva,target_size,source,notes
??$_M_allocate_and_copy@PBUPrereqUnitRec@ProductionPrerequisite@@@?$vector@UPrereqUnitRec@ProductionPrerequisite@@V?$allocator@UPrereqUnitRec@ProductionPrerequisite@@@_STL@@@_STL@@IAEPAUPrereqUnitRec@ProductionPrerequisite@@IPBU23@0@Z,0x003B5E20,97,Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp,reloc-derived;call-sites=1;identity=real
??$__copy_backward@PAUGen_t_003b60a0_p128pod@@PAU1@H@_STL@@YAPAUGen_t_003b60a0_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x003B5EA0,123,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy@PBVProductionPrerequisite@@PAV1@H@_STL@@YAPAVProductionPrerequisite@@PBV1@0PAV1@ABUrandom_access_iterator_tag@0@PAH@Z,0x003B6100,89,Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp,reloc-derived;call-sites=3;identity=real
??$_M_allocate_and_copy@PBVProductionPrerequisite@@@?$vector@VProductionPrerequisite@@V?$allocator@VProductionPrerequisite@@@_STL@@@_STL@@IAEPAVProductionPrerequisite@@IPBV2@0@Z,0x003B6460,97,Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp,reloc-derived;call-sites=1;identity=real
??$__copy_backward@PAUGen_t_003b6920_p128pod@@PAU1@H@_STL@@YAPAUGen_t_003b6920_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x003B6800,75,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBUGen_t_003b6c90_k4@@UGen_t_003b6c90_p12cd@@@_STL@@QAE@ABU01@@Z,0x003B6BA0,116,Code/gen_small/tgrid_113.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_003b6f50_p128pod@@PAU1@H@_STL@@YAPAUGen_t_003b6f50_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x003B6D70,93,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_003b6f80_p32cd@@V?$allocator@UGen_t_003b6f80_p32cd@@@_STL@@@_STL@@IAEXPAUGen_t_003b6f80_p32cd@@ABU3@ABU__false_type@2@I_N@Z,0x003B6DF0,267,Code/gen_small/tgrid_113.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a7040@@UAE@XZ,0x003B7740,42,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a86a0@@UAE@XZ,0x003B7B80,14,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a87a0@@UAE@XZ,0x003B7D30,109,Code/gen_small/dtors_004.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a88e0@@UAE@XZ,0x003B7ED0,148,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a89c0@@UAE@XZ,0x003B8110,96,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a8b10@@UAE@XZ,0x003B8450,132,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003a8b80@@UAE@XZ,0x003B85F0,14,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?_M_copy@?$_Rb_tree@UGen_t_003b8f80_k4@@U1@U?$_Identity@UGen_t_003b8f80_k4@@@_STL@@U?$less@UGen_t_003b8f80_k4@@@3@V?$allocator@UGen_t_003b8f80_k4@@@3@@_STL@@AAEPAU?$_Rb_tree_node@UGen_t_003b8f80_k4@@@2@PAU32@0@Z,0x003B8B80,169,Code/gen_small/tgrid_124.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003b95e0@@UAE@XZ,0x003B9270,76,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBUGen_t_003ba380_k4@@UGen_t_003ba380_p12cd@@@_STL@@QAE@ABU01@@Z,0x003B9AD0,87,Code/gen_small/tgrid_114.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003baa40@@UAE@XZ,0x003BA500,96,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003ab740@@UAE@XZ,0x003BA580,83,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003ab9c0@@UAE@XZ,0x003BA640,14,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003bb4b0@@UAE@XZ,0x003BB260,93,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003bb4e0@@UAE@XZ,0x003BB300,11,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003bb510@@UAE@XZ,0x003BB330,11,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003bc060@@UAE@XZ,0x003BBC20,145,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003bc2b0@@UAE@XZ,0x003BC170,89,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003bc460@@UAE@XZ,0x003BC490,67,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003beac0@@UAE@XZ,0x003BD770,67,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??$_M_allocate_and_copy@PAUGen_t_003c0ce0_p2pod@@@?$vector@UGen_t_003c0ce0_p2pod@@V?$allocator@UGen_t_003c0ce0_p2pod@@@_STL@@@_STL@@IAEPAUGen_t_003c0ce0_p2pod@@IPAU2@0@Z,0x003BE980,87,Code/gen_small/tgrid_114.cpp,reloc-derived;call-sites=1;identity=generated
?_M_fill_insert@?$list@UGen_t_003c0c40_m12cd@@V?$allocator@UGen_t_003c0c40_m12cd@@@_STL@@@_STL@@QAEXU?$_List_iterator@UGen_t_003c0c40_m12cd@@U?$_Nonconst_traits@UGen_t_003c0c40_m12cd@@@_STL@@@2@IABUGen_t_003c0c40_m12cd@@@Z,0x003C0000,65,Code/gen_small/fam_012.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@GV?$allocator@G@_STL@@@_STL@@IAEXPAGABGABU__true_type@2@I_N@Z,0x003C16A0,282,Code/GameEngine/Source/GameNetwork/GameSpy/GSConfig.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_003c3730@@UAE@XZ,0x003C31D0,544,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003c60a0@@UAE@XZ,0x003C5160,217,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003c9b30@@UAE@XZ,0x003C97B0,366,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003ca640@@UAE@XZ,0x003CA480,265,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??0?$pair@$$CBUGen_t_003cd920_k4@@UGen_t_003cd920_p12cd@@@_STL@@QAE@ABU01@@Z,0x003CC780,212,Code/gen_small/tgrid_114.cpp,reloc-derived;call-sites=1;identity=generated
??$_M_allocate_and_copy@PAUGen_t_003cf930_p8pod@@@?$vector@UGen_t_003cf930_p8pod@@V?$allocator@UGen_t_003cf930_p8pod@@@_STL@@@_STL@@IAEPAUGen_t_003cf930_p8pod@@IPAU2@0@Z,0x003CDA80,94,Code/gen_small/tgrid_114.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003cdea0@@UAE@XZ,0x003CDED0,95,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_003d12a0_p8pod@@V?$allocator@UGen_t_003d12a0_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_003d12a0_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x003CFF30,302,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003d1350@@UAE@XZ,0x003D0D70,295,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003d1660@@UAE@XZ,0x003D1650,8,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003d2190@@UAE@XZ,0x003D18E0,298,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_003d2f10@@UAE@XZ,0x003D2D00,203,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?equal_range@?$hashtable@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Ht_iterator@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@@2@HU?$hash@H@2@U?$_Select1st@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@@2@U?$equal_to@H@2@V?$allocator@U?$pair@$$CBHUGen_t_003d4680_m12pod@@@_STL@@@2@@_STL@@U12@@2@ABH@Z,0x003D4320,275,Code/gen_small/fam_012.cpp,reloc-derived;call-sites=1;identity=generated
??1LGA_MemberObj@@QAE@XZ,0x003D4490,129,Code/GameEngine/Source/Common/LargeGroupAudioUpdateModuleDataDestructorThunk.cpp,reloc-derived;call-sites=1;identity=real
?removeObjectFromPathfindMap@Pathfinder@@QAEXPAVObject@@@Z,0x003D5810,17,Code/GameEngine/Source/Common/Player_onStructureConstructionComplete_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?addBridge@Pathfinder@@QAE?AW4PathfindLayerEnum@@PAVBridge@@@Z,0x003D5850,87,Code/GameEngine/Source/GameLogic/Map/TerrainLogic_addLandmarkBridgeToLogic_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?validMovementTerrain@Pathfinder@@QAE_NHPBVLocomotor@@PBUCoord3D@@@Z,0x003D85C0,219,Code/GameEngine/Source/Common/TransportContain_isSpecificRiderFreeToExit_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert@?$_Rb_tree@IU?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBIUGen_t_003de190_m12pod@@@2@0@Z,0x003DBEA0,176,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_003de190_m12pod@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIUGen_t_003de190_m12pod@@@2@@Z,0x003DBF80,145,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=4;identity=generated
??1Gen_dtor_003de910@@UAE@XZ,0x003DC040,229,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_003e2530_p12pod@@V?$allocator@UGen_t_003e2530_p12pod@@@_STL@@@_STL@@IAEXPAUGen_t_003e2530_p12pod@@ABU3@ABU__false_type@2@I_N@Z,0x003DDF00,314,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??0TightenPathStruct@@QAE@PAVPathfinder@@PAVObject@@PBVLocomotorSet@@W4PathfindLayerEnum@@PBUCoord3D@@@Z,0x003E1720,92,Code/GameEngine/Source/GameLogic/AI/pathfind_tightenPath.cpp,reloc-derived;call-sites=1;identity=real
?removeGoal@Pathfinder@@QAEXPAVObject@@@Z,0x003E3D20,466,Code/GameEngine/Source/Common/AIMoveAndTightenState_onEnter_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?iterateCellsAlongLine@Pathfinder@@AAEXPBUICoord2D@@0W4PathfindLayerEnum@@PAUMADStruct@@@Z,0x003ED9F0,475,Code/GameEngine/Source/Common/Pathfinder_moveAlliesAwayFromDestination_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?iterateCellsAlongLine@Pathfinder@@IAEHABUICoord2D@@0W4PathfindLayerEnum@@PAX@Z,0x003F1F00,475,Code/GameEngine/Source/GameLogic/AI/pathfind_tightenPath.cpp,reloc-derived;call-sites=1;identity=real
??1FileInfoStruct@MixFileCreator@@QAE@XZ,0x003F6EA0,17,Code/Libraries/Source/WWVegas/WWLib/mixfile.cpp,reloc-derived;call-sites=1;identity=real
?_M_insert_overflow@?$vector@UGen_t_003f90f0_p8pod@@V?$allocator@UGen_t_003f90f0_p8pod@@@_STL@@@_STL@@IAEXPAUGen_t_003f90f0_p8pod@@ABU3@ABU__false_type@2@I_N@Z,0x003F8EF0,302,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_001500d0@@UAE@XZ,0x003FEB80,27,Code/gen_small/dtors_001.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert@?$_Rb_tree@IU?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBIUGen_t_00400a90_m12pod@@@2@0@Z,0x003FF7F0,176,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_00400a90_m12pod@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIUGen_t_00400a90_m12pod@@@2@@Z,0x003FF8D0,145,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=4;identity=generated
?_M_insert@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBHUGen_t_00400d80_p12cd@@@2@0@Z,0x003FF990,176,Code/gen_small/tgrid_114.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@HU?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_00400d80_p12cd@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBHUGen_t_00400d80_p12cd@@@2@@Z,0x003FFA70,145,Code/gen_small/tgrid_114.cpp,reloc-derived;call-sites=4;identity=generated
?_M_insert_overflow@?$vector@UGen_t_004019b0_m4pod@@V?$allocator@UGen_t_004019b0_m4pod@@@_STL@@@_STL@@IAEXPAUGen_t_004019b0_m4pod@@ABU3@ABU__false_type@2@I_N@Z,0x004014A0,282,Code/gen_small/fam_019.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert@?$_Rb_tree@IU?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@@2@@_STL@@AAE?AU?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@@2@@2@PAU_Rb_tree_node_base@2@0ABU?$pair@$$CBIUGen_t_004065d0_m12pod@@@2@0@Z,0x00405CD0,176,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=9;identity=generated
?insert_unique@?$_Rb_tree@IU?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@U?$_Select1st@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@@2@U?$less@I@2@V?$allocator@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@@2@@_STL@@QAE?AU?$pair@U?$_Rb_tree_iterator@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBIUGen_t_004065d0_m12pod@@@_STL@@@2@@_STL@@_N@2@ABU?$pair@$$CBIUGen_t_004065d0_m12pod@@@2@@Z,0x00405DB0,145,Code/gen_small/fam_005.cpp,reloc-derived;call-sites=4;identity=generated
?unregister@AnimationSoundClientBehaviorGlobal@@QAEXPAVAnimationSoundClientBehavior@@@Z,0x00409140,96,Code/GameEngine/Source/Common/AnimationSoundClientBehaviorDestructorThunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00409420@@UAE@XZ,0x00409250,60,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?erase@?$_Rb_tree@HU?$pair@$$CBHUGen_t_0040abb0_p12cd@@@_STL@@U?$_Select1st@U?$pair@$$CBHUGen_t_0040abb0_p12cd@@@_STL@@@2@U?$less@H@2@V?$allocator@U?$pair@$$CBHUGen_t_0040abb0_p12cd@@@_STL@@@2@@_STL@@QAEXU?$_Rb_tree_iterator@U?$pair@$$CBHUGen_t_0040abb0_p12cd@@@_STL@@U?$_Nonconst_traits@U?$pair@$$CBHUGen_t_0040abb0_p12cd@@@_STL@@@2@@2@0@Z,0x0040A570,143,Code/gen_small/tgrid_115.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040b080@@UAE@XZ,0x0040ADF0,70,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040b0b0@@UAE@XZ,0x0040AEB0,121,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040b0e0@@UAE@XZ,0x0040AFF0,104,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040b1d0@@UAE@XZ,0x0040B200,82,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040ba10@@UAE@XZ,0x0040BA40,137,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040ce00@@UAE@XZ,0x0040CB20,226,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0040fe10@@UAE@XZ,0x0040F6D0,134,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_004102a0@@UAE@XZ,0x00410290,11,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?calcPhysicsXformHoverOrWings@Drawable@@IAEXPBVLocomotor@@AAUPhysicsXformInfo@1@@Z,0x00410E10,195,Code/GameEngine/Source/GameClient/Drawable_calcPhysicsXform_Thunk.cpp,reloc-derived;call-sites=1;identity=real
?setID@Drawable@@QAEXW4DrawableID@@@Z,0x00411600,141,Code/GameEngine/Source/GameClient/GameClient.cpp,reloc-derived;call-sites=1;identity=real
?prependToList@Drawable@@QAEXPAPAV1@@Z,0x00411C50,39,Code/GameEngine/Source/GameClient/GameClient.cpp,reloc-derived;call-sites=1;identity=real
?updateDrawableSupplyStatus@Drawable@@QAEXHH@Z,0x00411E50,60,Code/GameEngine/Source/Common/promoted__setCashValue_SupplyWarehouseDockUpdate_QAEXH_Z_002CFA50.cpp,reloc-derived;call-sites=1;identity=real
?getPristineBonePositions@BFMEDrawableBoneQuery@@QBEHPBDHPAUCoord3D@@PAVMatrix3D@@HH@Z,0x00413850,175,Code/GameEngine/Source/GameLogic/Object/Object.cpp,reloc-derived;call-sites=1;identity=real
?calcPhysicsXformTreads@Drawable@@IAEXPBVLocomotor@@AAUPhysicsXformInfo@1@@Z,0x004143F0,1013,Code/GameEngine/Source/GameClient/Drawable_calcPhysicsXform_Thunk.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_0041b990@@UAE@XZ,0x00419A10,747,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?getProjectileLaunchOffset@Drawable@@QBE_NW4WeaponSlotType@@HPAVMatrix3D@@W4WhichTurretType@@PAUCoord3D@@3@Z,0x0041B9C0,196,Code/GameEngine/Source/GameLogic/Object/Weapon.cpp,reloc-derived;call-sites=1;identity=real
?getPosition@BFMERopeDrawable@@QBEPBUCoord3D@@XZ,0x0041D090,147,Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/W3DRopeDraw.cpp,reloc-derived;call-sites=1;identity=real
?calcPhysicsXformThrust@Drawable@@IAEXPBVLocomotor@@AAUPhysicsXformInfo@1@@Z,0x00420B60,1740,Code/GameEngine/Source/GameClient/Drawable_calcPhysicsXform_Thunk.cpp,reloc-derived;call-sites=1;identity=real
??$_Construct@UGen_t_004258e0_p24cd@@U1@@_STL@@YAXPAUGen_t_004258e0_p24cd@@ABU1@@Z,0x00422F80,47,Code/gen_small/tgrid_115.cpp,reloc-derived;call-sites=1;identity=generated
?_bfme_serviceHighestPriorityCheck@Eva@@AAEXXZ,0x004237E0,716,Code/GameEngine/Source/GameClient/EvaUpdate.cpp,reloc-derived;call-sites=1;identity=real
?_bfme_copyElements@EvaSideSoundsVec@@QAEXABV1@@Z,0x00424380,295,Code/GameEngine/Source/GameClient/EvaReset.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_004255c0@@UAE@XZ,0x00425060,8,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?_M_insert_overflow@?$vector@UGen_t_004258e0_p24cd@@V?$allocator@UGen_t_004258e0_p24cd@@@_STL@@@_STL@@IAEXPAUGen_t_004258e0_p24cd@@ABU3@ABU__false_type@2@I_N@Z,0x00425270,335,Code/gen_small/tgrid_115.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00425fc0_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00425fc0_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x004259E0,103,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00425ff0_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00425ff0_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x00425A60,103,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
??$__copy_backward@PAUGen_t_00426060_p128pod@@PAU1@H@_STL@@YAPAUGen_t_00426060_p128pod@@PAU1@00ABUrandom_access_iterator_tag@0@PAH@Z,0x00425AE0,105,Code/gen_small/tgrid_134.cpp,reloc-derived;call-sites=1;identity=generated
?resize@EvaCheckVec@@QAEXH@Z,0x00426100,41,Code/GameEngine/Source/GameClient/EvaReset.cpp,reloc-derived;call-sites=1;identity=real
??1EvaCheckInfoVec@@QAE@XZ,0x00426220,166,Code/GameEngine/Source/GameClient/EvaDestructor.cpp,reloc-derived;call-sites=2;identity=real
?_bfme_assign@EvaCheckInfoVec@@QAEXABV1@@Z,0x004263D0,308,Code/GameEngine/Source/GameClient/EvaReset.cpp,reloc-derived;call-sites=1;identity=real
??1Gen_dtor_00427410@@UAE@XZ,0x00427390,83,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00428700@@UAE@XZ,0x00428730,85,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00428b20@@UAE@XZ,0x00428B50,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00428d70@@UAE@XZ,0x00428DA0,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_004293c0@@UAE@XZ,0x004293F0,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_004297a0@@UAE@XZ,0x004297D0,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00429b30@@UAE@XZ,0x00429B60,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_00429ec0@@UAE@XZ,0x00429EF0,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0042a170@@UAE@XZ,0x0042A1A0,127,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0042b430@@UAE@XZ,0x0042B460,79,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0042cdc0@@UAE@XZ,0x0042B5D0,106,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0042b900@@UAE@XZ,0x0042B6F0,8,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0042b9c0@@UAE@XZ,0x0042B9F0,136,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
??1Gen_dtor_0042d7a0@@UAE@XZ,0x0042D7D0,175,Code/gen_small/dtors_005.cpp,reloc-derived;call-sites=1;identity=generated
?doFxAtBones@FXListAtBonePosFXNugget@@IBEXPBVObject@@H@Z,0x0042D8E0,356,Code/GameEngine/Source/GameClient/FXList.cpp,reloc-derived;call-sites=2;identity=real
