name,address,notes
??1DebugIOCon@@UAE@XZ,0x00890780,pinharvest x1 (body)
??1DebugIOCon@@UAE@XZ,0x00890F10,pinharvest x1 (body)
??1DebugIOFlat@@UAE@XZ,0x00889620,pinharvest x1 (body)
??1DebugIOFlat@@UAE@XZ,0x0088A6E0,pinharvest x1 (body)
??1DebugIOFlat@@UAE@XZ,0x0088FAA0,pinharvest x1 (body)
??1DebugIOFlat@@UAE@XZ,0x0088FB30,pinharvest x1 (body)
??1DebugIOFlat@@UAE@XZ,0x00890780,pinharvest x1 (body)
??1DebugIOFlat@@UAE@XZ,0x00890F10,pinharvest x1 (body)
??1DebugIONet@@UAE@XZ,0x00889620,pinharvest x1 (body)
??1DebugIONet@@UAE@XZ,0x0088A6E0,pinharvest x1 (body)
??1DebugIONet@@UAE@XZ,0x0088FAA0,pinharvest x1 (body)
??1DebugIONet@@UAE@XZ,0x0088FB30,pinharvest x1 (body)
??1DebugIONet@@UAE@XZ,0x00890780,pinharvest x1 (body)
??1DebugIONet@@UAE@XZ,0x00890F10,pinharvest x1 (body)
??1DebugIOOds@@UAE@XZ,0x00889620,pinharvest x1 (body)
??1DebugIOOds@@UAE@XZ,0x0088A6E0,pinharvest x1 (body)
??1DebugIOOds@@UAE@XZ,0x0088FAA0,pinharvest x1 (body)
??1DebugIOOds@@UAE@XZ,0x0088FB30,pinharvest x1 (body)
??1DebugIOOds@@UAE@XZ,0x00890780,pinharvest x1 (body)
??1DebugIOOds@@UAE@XZ,0x00890F10,pinharvest x1 (body)
??1DeletionUpdateModuleDataBase@@UAE@XZ,0x0000E421,Open-BFME5 pin
??1DetailedArchivedDirectoryInfo@@QAE@XZ,0x009D0730,site-decoded from ~ArchiveFile: lea ecx,[esi+8] then call -- m_rootDirectory is the DetailedArchivedDirectoryInfo member at ArchiveFile+8 and the type is already named by its copy ctor
??1DieModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 base dtor pin
??1ElvenWoodSpecialPowerModuleDataBase@@UAE@XZ,0x0001D7B4,Open-BFME5 pin
??1ElvenWoodSpecialPowerModuleDataMemberA@@QAE@XZ,0x00013C00,Open-BFME5 pin
??1ElvenWoodSpecialPowerModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1EnragedBehaviorModuleDataMember@@QAE@XZ,0x00026AB2,EnragedBehaviorModuleData dtor member +0x8
??1Entry@?$HashTemplateClass@VStringClass@@H@@QAE@XZ,0x00013101,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@H@@QAE@XZ,0x000259EB,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@H@@QAE@XZ,0x00028E9D,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@H@@QAE@XZ,0x00038A1E,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@H@@QAE@XZ,0x0003BE8A,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@H@@QAE@XZ,0x000459F8,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAV?$DynamicVectorClass@PAVDefinitionClass@@@@@@QAE@XZ,0x00013101,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAV?$DynamicVectorClass@PAVDefinitionClass@@@@@@QAE@XZ,0x000259EB,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAV?$DynamicVectorClass@PAVDefinitionClass@@@@@@QAE@XZ,0x00028E9D,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAV?$DynamicVectorClass@PAVDefinitionClass@@@@@@QAE@XZ,0x00038A1E,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAV?$DynamicVectorClass@PAVDefinitionClass@@@@@@QAE@XZ,0x0003BE8A,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAV?$DynamicVectorClass@PAVDefinitionClass@@@@@@QAE@XZ,0x000459F8,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVHTreeClass@@@@QAE@XZ,0x00013101,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVHTreeClass@@@@QAE@XZ,0x000259EB,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVHTreeClass@@@@QAE@XZ,0x00028E9D,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVHTreeClass@@@@QAE@XZ,0x00038A1E,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVHTreeClass@@@@QAE@XZ,0x0003BE8A,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVHTreeClass@@@@QAE@XZ,0x000459F8,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVTextureClass@@@@QAE@XZ,0x00013101,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVTextureClass@@@@QAE@XZ,0x000259EB,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVTextureClass@@@@QAE@XZ,0x00028E9D,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVTextureClass@@@@QAE@XZ,0x00038A1E,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVTextureClass@@@@QAE@XZ,0x0003BE8A,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVTextureClass@@@@QAE@XZ,0x000459F8,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVThumbnailClass@@@@QAE@XZ,0x00013101,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVThumbnailClass@@@@QAE@XZ,0x000259EB,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVThumbnailClass@@@@QAE@XZ,0x00028E9D,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVThumbnailClass@@@@QAE@XZ,0x00038A1E,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVThumbnailClass@@@@QAE@XZ,0x0003BE8A,pinharvest x1 (thunk)
??1Entry@?$HashTemplateClass@VStringClass@@PAVThumbnailClass@@@@QAE@XZ,0x000459F8,pinharvest x1 (thunk)
??1FXBoneInfo@@QAE@XZ,0x00007928,resweep callee back-solved
??1File@@UAE@XZ,0x009CB8C0,called by the File scalar deleting destructor
??1FileInfoStruct@MixFileCreator@@QAE@XZ,0x00013D40,pinharvest x1 (thunk)
??1FileInfoStruct@MixFileCreator@@QAE@XZ,0x0001BFDB,pinharvest x1 (thunk)
??1FileInfoStruct@MixFileCreator@@QAE@XZ,0x00036AB1,pinharvest x1 (thunk)
??1FileInfoStruct@MixFileCreator@@QAE@XZ,0x00041F56,pinharvest x1 (thunk)
??1FileInfoStruct@MixFileCreator@@QAE@XZ,0x00978A10,pinharvest x1 (body)
??1FilePipe@@UAE@XZ,0x009E7DC0
??1FileStraw@@UAE@XZ,0x009E1C50
??1FlammableUpdateModuleDataMemberA@@QAE@XZ,0x00887940,Open-BFME5 pin
??1FlammableUpdateModuleDataMemberB@@QAE@XZ,0x0004908A,Open-BFME5 pin
??1FrameData@@QAE@XZ,0x0002A08B,pinharvest x1 (thunk)
??1FrameData@@QAE@XZ,0x0003B8DB,pinharvest x1 (thunk)
??1FrameData@@QAE@XZ,0x0003CC2C,pinharvest x1 (thunk)
??1FrameData@@QAE@XZ,0x000408EA,pinharvest x1 (thunk)
??1FrameData@@QAE@XZ,0x00045CA5,pinharvest x1 (thunk)
??1FrameData@@QAE@XZ,0x00AFF130,pinharvest x1 (body)
??1GameMessageList@@UAE@XZ,0x0000E421
??1GameResultsRequest@@QAE@XZ,0x00049288
??1GameResultsResponse@@QAE@XZ,0x00024352
??1GameTextInterface@@UAE@XZ,0x0000E908
??1GateOpenAndCloseBehaviorModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 pin
??1GateOpenAndCloseBehaviorModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GateOpenAndCloseBehaviorModuleDataMemberB@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GateProxyBehaviorModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 pin
??1GateProxyBehaviorModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GateProxyBehaviorModuleDataMemberB@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GeometryUpgradeModuleDataMemberA@@QAE@XZ,0x0001B97D,Open-BFME5 pin
??1GeometryUpgradeModuleDataMemberB@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GettingBuiltBehaviorModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 base dtor pin
??1GiantBirdSlowDeathBehaviorModuleDataBase@@UAE@XZ,0x00015645,Open-BFME5 base pin
??1GiantBirdSlowDeathBehaviorModuleDataMember@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1GrantStealthBehaviorModuleDataBase@@UAE@XZ,0x0001A401,Open-BFME5 pin
??1GrantStealthBehaviorModuleDataMemberA@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1GrantStealthBehaviorModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GrantStealthBehaviorModuleDataMemberB@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1GrantStealthBehaviorModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1GrantStealthBehaviorModuleDataMemberC@@QAE@XZ,0x00887940,Open-BFME5 pin
??1HTreeClass@@QAE@XZ,0x00952790
??1HeroModeSpecialAbilityUpdateModuleDataBase@@UAE@XZ,0x0001980D,Open-BFME5 base dtor pin
??1HideShowSubObjInfo@ModelConditionInfo@@QAE@XZ,0x0000466F,rel32 pin for exact-ambiguous landing
??1HijackerUpdateModuleDataBase@@UAE@XZ,0x009A1A40,Open-BFME5 base pin
??1HijackerUpdateModuleDataMemberA@@QAE@XZ,0x00887940,Open-BFME5 pin
??1HijackerUpdateModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1HordeSiegeEngineContainModuleDataBase@@UAE@XZ,0x000179B8,Open-BFME5 pin
??1HordeSiegeEngineContainModuleDataMemberA@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1HordeSiegeEngineContainModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1HordeUpdateModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 base dtor pin
??1INIMemberA@@QAE@XZ,0x009CBFE0,Open-BFME5 pin
??1LargeGroupBonusUpdateModuleDataBase@@UAE@XZ,0x0001A401,Open-BFME5 pin
??1LargeGroupBonusUpdateModuleDataMemberA@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1LargeGroupBonusUpdateModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1LargeGroupBonusUpdateModuleDataMemberB@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1LargeGroupBonusUpdateModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1LargeGroupBonusUpdateModuleDataMemberC@@QAE@XZ,0x00887940,Open-BFME5 pin
??1LaserUpdateModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 pin
??1LaserUpdateModuleDataMember4@@QAE@XZ,0x00887940,Open-BFME5 pin
??1LaserUpdateModuleDataMember8@@QAE@XZ,0x00887940,Open-BFME5 pin
??1LaserUpdateModuleDataMemberA@@QAE@XZ,0x00887940,Open-BFME5 pin
??1LaserUpdateModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1LayoutFilename@@QAE@XZ,0x00887940
??1LevelGrantSpecialPowerModuleDataBase@@UAE@XZ,0x0001980D,Open-BFME5 base pin
??1LockClass@CriticalSectionClass@@QAE@XZ,0x009DB4D0
??1LockClass@MutexClass@@QAE@XZ,0x009DB400
??1LogicalDecalClass@MultiFixedPoolDecalSystemClass@@QAE@XZ,0x0002A08B,pinharvest x1 (thunk)
??1LogicalDecalClass@MultiFixedPoolDecalSystemClass@@QAE@XZ,0x0003B8DB,pinharvest x1 (thunk)
??1LogicalDecalClass@MultiFixedPoolDecalSystemClass@@QAE@XZ,0x0003CC2C,pinharvest x1 (thunk)
??1LogicalDecalClass@MultiFixedPoolDecalSystemClass@@QAE@XZ,0x000408EA,pinharvest x1 (thunk)
??1LogicalDecalClass@MultiFixedPoolDecalSystemClass@@QAE@XZ,0x00045CA5,pinharvest x1 (thunk)
??1LogicalDecalClass@MultiFixedPoolDecalSystemClass@@QAE@XZ,0x00AFF130,pinharvest x1 (body)
??1Member4@@QAE@XZ,0x00887940,Open-BFME5 pin Buffer-like
??1Member8@@QAE@XZ,0x00887940,Open-BFME5 pin Buffer-like
??1MemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1MemberB@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1MemoryReadFile@@UAE@XZ,0x009CB460,folded onto File::~File - MemoryReadFile adds no destructible member
??1MemoryWriteFile@@UAE@XZ,0x009CB590,called by the MemoryWriteFile scalar deleting destructor
??1MissingAnimClass@@UAE@XZ,0x00002C7A,ILT thunk; retail call sites use the thunk
??1ModelArrayClass@HLodClass@@UAE@XZ,0x00009C5A,pinharvest x1 (thunk)
??1ModelArrayClass@HLodClass@@UAE@XZ,0x00013F2F,pinharvest x1 (thunk)
??1ModelArrayClass@HLodClass@@UAE@XZ,0x000271A6,pinharvest x1 (thunk)
??1ModelArrayClass@HLodClass@@UAE@XZ,0x000346BC,pinharvest x1 (thunk)
??1ModelArrayClass@HLodClass@@UAE@XZ,0x00038410,pinharvest x1 (thunk)
??1ModelArrayClass@HLodClass@@UAE@XZ,0x0003C69B,pinharvest x1 (thunk)
??1ModelConditionSoundSelectorClientBehaviorModuleDataMember@@QAE@XZ,0x000241AE,ModelConditionSoundSelectorClientBehaviorModuleData dtor member +0x8
??1ModuleDataListStandIn@@QAE@XZ,0x001468A0,Open-BFME5 list-style sentinel container dtor from AnimalAIUpdate-family ModuleData dtor call sites
??1ModuleTagString@@QAE@XZ,0x00026AB2,ModuleInfo::Nugget m_moduleTag AsciiString-like ILT
??1NamedPivotMapClass@@UAE@XZ,0x00974E20,call-target pin: row deleted (ZH drift: element-ctor ptr), callers verify against this rva
??1NodeCompressedMotionStruct@@QAE@XZ,0x0002A08B,pinharvest x1 (thunk)
??1NodeCompressedMotionStruct@@QAE@XZ,0x0003B8DB,pinharvest x1 (thunk)
??1NodeCompressedMotionStruct@@QAE@XZ,0x0003CC2C,pinharvest x1 (thunk)
??1NodeCompressedMotionStruct@@QAE@XZ,0x000408EA,pinharvest x1 (thunk)
??1NodeCompressedMotionStruct@@QAE@XZ,0x00045CA5,pinharvest x1 (thunk)
??1NodeCompressedMotionStruct@@QAE@XZ,0x00AFF130,pinharvest x1 (body)
??1NodeMotionStruct@@QAE@XZ,0x0002F03B,pinharvest x1 (thunk)
??1NodeMotionStruct@@QAE@XZ,0x00042F28,pinharvest x1 (thunk)
??1Nugget@ModuleInfo@@QAE@XZ,0x000165B3,site-decoded x1 (thunk)
??1Nugget@ModuleInfo@@QAE@XZ,0x0002F487,STLport callee exact retail rel32 target (incremental-link thunk); resolves repointed STL template thunk-dump
??1Nugget@ModuleInfo@@QAE@XZ,0x0003B589,site-decoded x1 (thunk)
??1Nugget@ModuleInfo@@QAE@XZ,0x000454A3,resweep callee back-solved
??1ObjectCreationUpgradeModuleDataMemberA@@QAE@XZ,0x0001B97D,Open-BFME5 pin
??1OptionPreferences@@UAE@XZ,0x00001307
??1ParticleSysBoneInfo@@QAE@XZ,0x000033B9,pinharvest x1 (thunk)
??1ParticleSysBoneInfo@@QAE@XZ,0x0000466F,pinharvest x1 (thunk)
??1ParticleSysBoneInfo@@QAE@XZ,0x00007928,pinharvest x1 (thunk)
??1ParticleSysBoneInfo@@QAE@XZ,0x00016FE0,pinharvest x1 (thunk)
??1ParticleSysBoneInfo@@QAE@XZ,0x00022FE3,pinharvest x1 (thunk)
??1ParticleSysBoneInfo@@QAE@XZ,0x0004A462,STLport callee exact retail rel32 target (incremental-link thunk); resolves repointed STL template thunk-dump
??1ParticleSysBoneInfo@@QAE@XZ,0x0004B10A,pinharvest x1 (thunk)
??1ParticleSystemTemplateBase@FXParticleSystem@@UAE@XZ,0x00002F5E,Open-BFME5 pin
??1ParticleSystemTemplateMemberA@FXParticleSystem@@QAE@XZ,0x000244BF,Open-BFME5 pin
??1ParticleUplinkCannonUpdateModuleDataMemberA@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1ParticleUplinkCannonUpdateModuleDataMemberB@@QAE@XZ,0x0001FD43,Open-BFME5 pin
??1PassiveAreaEffectBehaviorModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1PassiveAreaEffectBehaviorModuleDataMemberB@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1Payload@DeliverPayloadNugget@@QAE@XZ,0x0004B10A,rel32 pin for exact-ambiguous landing
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x00001F96,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x00016018,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x0001ADB6,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x0001DCA0,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x000206CB,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x00038C94,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x0004B00B,hit-decoded x7 (thunk)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x00943970,hit-decoded x7 (body)
??1PendingSurfaceStruct@Render2DSentenceClass@@QAE@XZ,0x0095B6C0,hit-decoded x7 (body)
??1PingRequest@@QAE@XZ,0x00027C00,pinharvest x1 (thunk)
??1PingRequest@@QAE@XZ,0x00049E2C,pinharvest x1 (thunk)
??1PingResponse@@QAE@XZ,0x00027C00,pinharvest x1 (thunk)
??1PingResponse@@QAE@XZ,0x00049E2C,pinharvest x1 (thunk)
??1Pipe@@UAE@XZ,0x009E78C0
??1PlayerTemplate@@QAE@XZ,0x000181CE
??1PrereqUnitRec@ProductionPrerequisite@@QAE@XZ,0x000195FB,retail target of _Destroy<PrereqUnitRec> call; PrereqUnitRec dtor not yet in ledger
??1PrereqUnitRec@ProductionPrerequisite@@QAE@XZ,0x0002F99B,retail target of vector<PrereqUnitRec>::erase call to PrereqUnitRec dtor (separate weak instance from _Destroy call site)
??1ProductionPrerequisite@@QAE@XZ,0x0003ECC0,resweep callee back-solved
??1ProductionSpeedBonusModuleDataBase@@UAE@XZ,0x0001D7B4,Open-BFME5 base pin
??1ProductionSpeedBonusModuleDataMember@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1ProductionUpdateModuleDataBase@@UAE@XZ,0x0003BD59,Open-BFME5 base dtor pin
??1PropagandaTowerBehaviorMember@@QAE@XZ,0x00887940,PropagandaTowerBehavior dtor member at this+0x18; ICF-folded AsciiString releaseBuffer/destroy body
??1QuantityModifier@@QAE@XZ,0x000033B9,pinharvest x1 (thunk)
??1QuantityModifier@@QAE@XZ,0x0000466F,pinharvest x1 (thunk)
??1QuantityModifier@@QAE@XZ,0x00007928,pinharvest x1 (thunk)
??1QuantityModifier@@QAE@XZ,0x00016FE0,pinharvest x1 (thunk)
??1QuantityModifier@@QAE@XZ,0x00022FE3,pinharvest x1 (thunk)
??1QuantityModifier@@QAE@XZ,0x0004B10A,pinharvest x1 (thunk)
??1QueuedDownload@@QAE@XZ,0x00044733
??1QuickMatchPreferences@@UAE@XZ,0x00010073
??1RAMFile@@MAE@XZ,0x00029555,pinharvest x1 (thunk)
??1RAMFile@@MAE@XZ,0x0003692B,pinharvest x1 (thunk)
??1RAMFile@@MAE@XZ,0x009D19A0,pinharvest x1 (body)
??1RegistryClass@@QAE@XZ,0x009DC280,pinharvest x4 (body)
??1RenderDeviceDescClass@@QAE@XZ,0x009077B0
??1RenderObjClass@@UAE@XZ,0x0091FC10,base dtor; derived from ~ParticleBufferClass call site
??1RiderChangeContainModuleDataMemberA@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1RiderChangeContainModuleDataMemberB@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1RiderChangeContainModuleDataMemberC@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1RiderChangeContainModuleDataMemberD@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1RiderChangeContainModuleDataMemberE@@QAE@XZ,0x00887940,Open-BFME5 pin
??1RiderChangeContainModuleDataMemberF@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1RoadType@@QAE@XZ,0x00012968,pinharvest x1 (thunk)
??1RoadType@@QAE@XZ,0x00018FCF,pinharvest x1 (thunk)
??1RoadType@@QAE@XZ,0x00033A91,pinharvest x1 (thunk)
??1RoadType@@QAE@XZ,0x0004099E,pinharvest x1 (thunk)
??1RoadType@@QAE@XZ,0x00044E2C,pinharvest x1 (thunk)
??1RoadType@@QAE@XZ,0x000482ED,pinharvest x1 (thunk)
??1RousingSpeechUpdateModuleDataBase@@UAE@XZ,0x0001980D,Open-BFME5 pin
??1RousingSpeechUpdateModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1RousingSpeechUpdateModuleDataMemberB@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1SaveLoadSubSystemClass@@UAE@XZ,0x00029555,pinharvest x1 (thunk)
??1SaveLoadSubSystemClass@@UAE@XZ,0x0003692B,pinharvest x1 (thunk)
??1SaveLoadSubSystemClass@@UAE@XZ,0x009D19A0,pinharvest x1 (body)
??1SegLineRendererClass@@QAE@XZ,0x00960030,derived from ~ParticleBufferClass call site
??1SiegeDeploySpecialPowerModuleDataMemberA@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1SlaughterHordeContainModuleDataBase@@UAE@XZ,0x000471A4,Open-BFME5 pin
??1Snapshot@@QAE@XZ,0x009A1A40
??1SortingNodeStruct@@QAE@XZ,0x0093B200
??1SpawnBehaviorModuleDataMemberA@@QAE@XZ,0x00026AB2,Open-BFME5 pin
??1SpawnBehaviorModuleDataMemberB@@QAE@XZ,0x0001B97D,Open-BFME5 pin
??1SpecialDisguiseUpdateModuleDataBase@@UAE@XZ,0x0001980D,Open-BFME5 base pin
??1SpecialPowerModuleDataMemberA@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1SpecialPowerModuleDataMemberB@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1SpecialPowerModuleDataMemberC@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1SpecialPowerModuleDataMemberD@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1SpecialPowerModuleDataMemberE@@QAE@XZ,0x00887940,Open-BFME5 pin
??1SpecialPowerModuleDataMemberF@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberA@@QAE@XZ,0x0002E19A,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberC@@QAE@XZ,0x00887940,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberD@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberE@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberF@@QAE@XZ,0x0001C4DB,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberG@@QAE@XZ,0x00007FB8,Open-BFME5 pin
??1SpyVisionUpdateModuleDataMemberH@@QAE@XZ,0x00014DF3,Open-BFME5 pin
??1StealthDetectorUpdateModuleDataBase@@UAE@XZ,0x00026F35,Open-BFME5 pin
??1StealthDetectorUpdateModuleDataMemberA@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1StealthDetectorUpdateModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1Straw@@UAE@XZ,0x009E1A90
??1StringInfo@@QAE@XZ,0x00013101,pinharvest x1 (thunk)
??1StringInfo@@QAE@XZ,0x000259EB,pinharvest x1 (thunk)
??1StringInfo@@QAE@XZ,0x00028E9D,pinharvest x1 (thunk)
??1StringInfo@@QAE@XZ,0x00038A1E,pinharvest x1 (thunk)
??1StringInfo@@QAE@XZ,0x0003BE8A,pinharvest x1 (thunk)
??1StringInfo@@QAE@XZ,0x000459F8,pinharvest x1 (thunk)
??1SubsystemInterface@@UAE@XZ,0x00029555,pinharvest x2 (thunk)
??1SubsystemInterface@@UAE@XZ,0x0003692B,pinharvest x2 (thunk)
??1SubsystemInterface@@UAE@XZ,0x009A1A40
??1SubsystemInterface@@UAE@XZ,0x009D19A0,pinharvest x2 (body)
??1SupplyTruckAIUpdateModuleDataBase@@UAE@XZ,0x00029D02,Open-BFME5 base pin
??1SupplyTruckAIUpdateModuleDataMember@@QAE@XZ,0x00026F35,Open-BFME5 pin
??1TeamsInfo@@QAE@XZ,0x00008CBA,pinharvest x1 (thunk)
??1TeamsInfo@@QAE@XZ,0x00030652,pinharvest x1 (thunk)
??1TeamsInfo@@QAE@XZ,0x0003B304,pinharvest x1 (thunk)
??1TeamsInfo@@QAE@XZ,0x0003CF47,pinharvest x1 (thunk)
??1TeamsInfo@@QAE@XZ,0x00049CA1,pinharvest x1 (thunk)
??1TeamsInfo@@QAE@XZ,0x009DB7A0,pinharvest x1 (body)
??1TimeCodedMorphKeysClass@@QAE@XZ,0x00029BEA,pinharvest x1 (thunk)
??1TimeCodedMorphKeysClass@@QAE@XZ,0x0002BFF3,pinharvest x1 (thunk)
??1TimeCodedMorphKeysClass@@QAE@XZ,0x000308D2,pinharvest x1 (thunk)
??1TimeCodedMorphKeysClass@@QAE@XZ,0x00048B53,pinharvest x1 (thunk)
??1TooltipUpgradeModuleDataBase@@UAE@XZ,0x0001B97D,Open-BFME5 pin
??1TooltipUpgradeModuleDataMemberA@@QAE@XZ,0x0001B97D,Open-BFME5 pin
??1TooltipUpgradeModuleDataMemberA@@QAE@XZ,0x00887940,Open-BFME5 pin
??1TooltipUpgradeModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1TransportContainModuleDataBase@@UAE@XZ,0x000376E1,Open-BFME5 base dtor pin
??1TunnelContainModuleDataBase@@UAE@XZ,0x000179B8,Open-BFME5 pin
??1TunnelContainModuleDataMemberA@@QAE@XZ,0x0001A401,Open-BFME5 pin
??1TunnelContainModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1UDP@@QAE@XZ,0x00006591
??1UnicodeString@@QAE@XZ,0x008881D0,freeMessageResources depth Open-BFME4+Grok
??1UnitCrateCollideModuleDataBase@@UAE@XZ,0x00887940,Open-BFME5 base dtor pin
??1UnitCrateCollideModuleDataMemberA@@QAE@XZ,0x00887940,Open-BFME5 pin
??1UnitCrateCollideModuleDataMemberB@@QAE@XZ,0x00887940,Open-BFME5 pin
??1UnpauseSpecialPowerUpgradeModuleDataMember@@QAE@XZ,0x0001B97D,UnpauseSpecialPowerUpgradeModuleData dtor member at this+8; ILT thunk for body 0x00129C80
??1UpdateModuleData@@UAE@XZ,0x009A1A40,Open-BFME5 ModuleData-family base dtor (ICF-folded with SubsystemInterface dtor) from AnimationSteering/PowerPlant/W3DPropDraw dtor call sites
